Trail 0,Trail 1,Trail 2,Trail 3,Trail 4,Trail 5,Trail 6,Trail 7,Trail 8,Trail 9,Trail 10,Trail 11,Trail 12,Trail 13,Trail 14,Trail 15,Trail 16,Trail 17,Trail 18,Trail 19,Trail 20,Trail 21,Trail 22,Trail 23,Trail 24,Trail 25,Trail 26,Trail 27,Trail 28,Trail 29,Trail 30,Trail 31,Trail 32,Trail 33,Trail 34,Trail 35,Trail 36,Trail 37,Trail 38,Trail 39,Trail 40,Trail 41,Trail 42,Trail 43,Trail 44,Trail 45,Trail 46,Trail 47,Trail 48,Trail 49,Actual,
108392,149459,114262,43759,151140,58184,93270,84627,81064,318759,91776,46975,111570,58542,52566,142750,128085,72805,82126,31911,77346,85130,58553,31593,46699,52245,74384,70656,79659,96948,41825,66154,49606,96268,69889,112020,83452,0,49879,66796,131305,55694,106381,136267,60293,127833,102339,63779,86269,66580,305875,
