Trail 0,Trail 1,Trail 2,Trail 3,Trail 4,Trail 5,Trail 6,Trail 7,Trail 8,Trail 9,Trail 10,Trail 11,Trail 12,Trail 13,Trail 14,Trail 15,Trail 16,Trail 17,Trail 18,Trail 19,Trail 20,Trail 21,Trail 22,Trail 23,Trail 24,Trail 25,Trail 26,Trail 27,Trail 28,Trail 29,Trail 30,Trail 31,Trail 32,Trail 33,Trail 34,Trail 35,Trail 36,Trail 37,Trail 38,Trail 39,Trail 40,Trail 41,Trail 42,Trail 43,Trail 44,Trail 45,Trail 46,Trail 47,Trail 48,Trail 49,Actual,
366897,500620,792381,440841,411991,411183,397204,384805,491607,516032,591572,367282,377239,474692,636434,727827,494724,358565,237358,463325,362441,371002,445332,841541,450280,391290,332759,374426,360092,568265,738269,365994,534209,361646,471132,896390,589292,493183,311724,425733,588909,402867,720508,472331,480800,372501,376178,562936,412303,878722,305875,
