Trail 0,Trail 1,Trail 2,Trail 3,Trail 4,Trail 5,Trail 6,Trail 7,Trail 8,Trail 9,Trail 10,Trail 11,Trail 12,Trail 13,Trail 14,Trail 15,Trail 16,Trail 17,Trail 18,Trail 19,Trail 20,Trail 21,Trail 22,Trail 23,Trail 24,Trail 25,Trail 26,Trail 27,Trail 28,Trail 29,Trail 30,Trail 31,Trail 32,Trail 33,Trail 34,Trail 35,Trail 36,Trail 37,Trail 38,Trail 39,Trail 40,Trail 41,Trail 42,Trail 43,Trail 44,Trail 45,Trail 46,Trail 47,Trail 48,Trail 49,Actual,
958077,966444,620269,764093,1227205,759653,725355,757852,1001369,1279897,549670,824758,828280,1091703,1061643,487831,825654,979427,954971,601408,1048997,476132,625316,351096,1025897,1193318,650972,700149,1058389,701892,930027,900534,498647,848037,800291,775712,1256846,870264,1040576,1066334,973544,757572,809843,785220,1038066,911759,715323,713169,1214270,691311,305875,
