Trail 0,Trail 1,Trail 2,Trail 3,Trail 4,Trail 5,Trail 6,Trail 7,Trail 8,Trail 9,Trail 10,Trail 11,Trail 12,Trail 13,Trail 14,Trail 15,Trail 16,Trail 17,Trail 18,Trail 19,Trail 20,Trail 21,Trail 22,Trail 23,Trail 24,Trail 25,Trail 26,Trail 27,Trail 28,Trail 29,Trail 30,Trail 31,Trail 32,Trail 33,Trail 34,Trail 35,Trail 36,Trail 37,Trail 38,Trail 39,Trail 40,Trail 41,Trail 42,Trail 43,Trail 44,Trail 45,Trail 46,Trail 47,Trail 48,Trail 49,Actual,
169788,116463,101586,275121,342847,159100,208786,105978,90956,160449,317344,190210,377220,288876,145817,50824,225435,184266,245598,314144,205565,190884,224288,219225,344230,185936,179147,178713,151562,287329,295827,166693,129410,87374,269866,306638,370493,421235,189785,462115,189392,117961,388043,113463,69356,87209,141261,254947,311674,174871,305875,
