Trail 0,Trail 1,Trail 2,Trail 3,Trail 4,Trail 5,Trail 6,Trail 7,Trail 8,Trail 9,Trail 10,Trail 11,Trail 12,Trail 13,Trail 14,Trail 15,Trail 16,Trail 17,Trail 18,Trail 19,Trail 20,Trail 21,Trail 22,Trail 23,Trail 24,Trail 25,Trail 26,Trail 27,Trail 28,Trail 29,Trail 30,Trail 31,Trail 32,Trail 33,Trail 34,Trail 35,Trail 36,Trail 37,Trail 38,Trail 39,Trail 40,Trail 41,Trail 42,Trail 43,Trail 44,Trail 45,Trail 46,Trail 47,Trail 48,Trail 49,Actual,
19085,43632,49971,40890,9567,30487,36111,74244,46421,24404,23407,39676,16335,15662,13900,29393,41136,18609,34898,32086,65067,31891,20022,88008,27341,21247,43098,34988,71082,21432,12700,33600,15489,18300,25527,20257,26782,39918,18914,14876,7324,11916,18558,0,5425,16358,21691,10346,20881,18654,305875,
